timestamp_utc,elapsed_sec,phase,service,container_name,cpu_percent,memory_usage_bytes,memory_limit_bytes,memory_percent,gpu_available,gpu_count,gpu_memory_used_mb,gpu_memory_total_mb,gpu_utilization_percent_max,gpu_per_device
2026-04-18T07:12:39.443679+00:00,1533.449,preprocess,visual-preprocessing-service,tgn-implementation-visual-preprocessing-service-1,74.74,196188569,16481936998,1.19,True,1,627,4096,0.0,0:627/4096MB@0.0%
2026-04-18T07:12:39.443679+00:00,1533.449,preprocess,visual-feature-extraction-service,tgn-implementation-visual-feature-extraction-service-1,0.44,1171452329,16481936998,7.11,True,1,627,4096,0.0,0:627/4096MB@0.0%
2026-04-18T07:12:47.663520+00:00,1541.668,preprocess,visual-preprocessing-service,tgn-implementation-visual-preprocessing-service-1,70.13,291923558,16481936998,1.77,True,1,627,4096,0.0,0:627/4096MB@0.0%
2026-04-18T07:12:47.663520+00:00,1541.668,preprocess,visual-feature-extraction-service,tgn-implementation-visual-feature-extraction-service-1,0.46,1171452329,16481936998,7.11,True,1,627,4096,0.0,0:627/4096MB@0.0%
2026-04-18T07:12:54.574167+00:00,1548.579,preprocess,visual-preprocessing-service,tgn-implementation-visual-preprocessing-service-1,85.5,195978854,16481936998,1.19,True,1,627,4096,0.0,0:627/4096MB@0.0%
2026-04-18T07:12:54.574167+00:00,1548.579,preprocess,visual-feature-extraction-service,tgn-implementation-visual-feature-extraction-service-1,0.48,1171452329,16481936998,7.11,True,1,627,4096,0.0,0:627/4096MB@0.0%
2026-04-18T07:13:02.933510+00:00,1556.937,preprocess,visual-preprocessing-service,tgn-implementation-visual-preprocessing-service-1,81.07,196293427,16481936998,1.19,True,1,627,4096,0.0,0:627/4096MB@0.0%
2026-04-18T07:13:02.933510+00:00,1556.937,preprocess,visual-feature-extraction-service,tgn-implementation-visual-feature-extraction-service-1,0.49,1171452329,16481936998,7.11,True,1,627,4096,0.0,0:627/4096MB@0.0%
2026-04-18T07:13:10.669259+00:00,1564.671,preprocess,visual-preprocessing-service,tgn-implementation-visual-preprocessing-service-1,86.8,296117862,16481936998,1.8,True,1,627,4096,0.0,0:627/4096MB@0.0%
2026-04-18T07:13:10.669259+00:00,1564.671,preprocess,visual-feature-extraction-service,tgn-implementation-visual-feature-extraction-service-1,0.45,1171452329,16481936998,7.11,True,1,627,4096,0.0,0:627/4096MB@0.0%
2026-04-18T07:13:18.955665+00:00,1572.958,preprocess,visual-preprocessing-service,tgn-implementation-visual-preprocessing-service-1,92.63,212756070,16481936998,1.29,True,1,627,4096,0.0,0:627/4096MB@0.0%
2026-04-18T07:13:18.955665+00:00,1572.958,preprocess,visual-feature-extraction-service,tgn-implementation-visual-feature-extraction-service-1,0.42,1171452329,16481936998,7.11,True,1,627,4096,0.0,0:627/4096MB@0.0%
2026-04-18T07:13:26.726694+00:00,1580.729,preprocess,visual-preprocessing-service,tgn-implementation-visual-preprocessing-service-1,68.48,318242816,16481936998,1.93,True,1,627,4096,0.0,0:627/4096MB@0.0%
2026-04-18T07:13:26.726694+00:00,1580.729,preprocess,visual-feature-extraction-service,tgn-implementation-visual-feature-extraction-service-1,0.42,1171452329,16481936998,7.11,True,1,627,4096,0.0,0:627/4096MB@0.0%
2026-04-18T07:13:34.057333+00:00,1588.059,preprocess,visual-preprocessing-service,tgn-implementation-visual-preprocessing-service-1,67.24,232364441,16481936998,1.41,True,1,627,4096,0.0,0:627/4096MB@0.0%
2026-04-18T07:13:34.057333+00:00,1588.059,preprocess,visual-feature-extraction-service,tgn-implementation-visual-feature-extraction-service-1,0.42,1171452329,16481936998,7.11,True,1,627,4096,0.0,0:627/4096MB@0.0%
2026-04-18T07:13:41.795549+00:00,1595.797,preprocess,visual-preprocessing-service,tgn-implementation-visual-preprocessing-service-1,74.82,337431756,16481936998,2.05,True,1,627,4096,0.0,0:627/4096MB@0.0%
2026-04-18T07:13:41.795549+00:00,1595.797,preprocess,visual-feature-extraction-service,tgn-implementation-visual-feature-extraction-service-1,0.36,1171452329,16481936998,7.11,True,1,627,4096,0.0,0:627/4096MB@0.0%
2026-04-18T07:13:49.971810+00:00,1603.974,preprocess,visual-preprocessing-service,tgn-implementation-visual-preprocessing-service-1,88.2,252077670,16481936998,1.53,True,1,627,4096,0.0,0:627/4096MB@0.0%
2026-04-18T07:13:49.971810+00:00,1603.974,preprocess,visual-feature-extraction-service,tgn-implementation-visual-feature-extraction-service-1,0.39,1171452329,16481936998,7.11,True,1,627,4096,0.0,0:627/4096MB@0.0%
2026-04-18T07:13:57.075902+00:00,1611.078,preprocess,visual-preprocessing-service,tgn-implementation-visual-preprocessing-service-1,61.41,262248857,16481936998,1.59,True,1,627,4096,0.0,0:627/4096MB@0.0%
2026-04-18T07:13:57.075902+00:00,1611.078,preprocess,visual-feature-extraction-service,tgn-implementation-visual-feature-extraction-service-1,0.41,1171452329,16481936998,7.11,True,1,627,4096,0.0,0:627/4096MB@0.0%
2026-04-18T07:14:05.060116+00:00,1619.062,preprocess,visual-preprocessing-service,tgn-implementation-visual-preprocessing-service-1,83.33,272210329,16481936998,1.65,True,1,627,4096,0.0,0:627/4096MB@0.0%
2026-04-18T07:14:05.060116+00:00,1619.062,preprocess,visual-feature-extraction-service,tgn-implementation-visual-feature-extraction-service-1,0.46,1171452329,16481936998,7.11,True,1,627,4096,0.0,0:627/4096MB@0.0%
2026-04-18T07:14:12.422080+00:00,1626.424,preprocess,visual-preprocessing-service,tgn-implementation-visual-preprocessing-service-1,0.35,154664960,16481936998,0.94,True,1,627,4096,0.0,0:627/4096MB@0.0%
2026-04-18T07:14:12.422080+00:00,1626.424,preprocess,visual-feature-extraction-service,tgn-implementation-visual-feature-extraction-service-1,167.56,1734093045,16481936998,10.53,True,1,627,4096,0.0,0:627/4096MB@0.0%
2026-04-18T07:14:18.175075+00:00,1632.177,text_processing,text-processing-service,tgn-implementation-text-processing-service-1,4.87,173119897,16481936998,1.05,True,1,627,4096,0.0,0:627/4096MB@0.0%
2026-04-18T07:14:24.851298+00:00,1638.853,text_processing,text-processing-service,tgn-implementation-text-processing-service-1,1.63,173119897,16481936998,1.05,True,1,627,4096,0.0,0:627/4096MB@0.0%
2026-04-18T07:14:27.396611+00:00,1641.399,preprocess,visual-preprocessing-service,tgn-implementation-visual-preprocessing-service-1,10.78,154455244,16481936998,0.94,True,1,627,4096,0.0,0:627/4096MB@0.0%
2026-04-18T07:14:27.396611+00:00,1641.399,preprocess,visual-feature-extraction-service,tgn-implementation-visual-feature-extraction-service-1,0.37,1171452329,16481936998,7.11,True,1,627,4096,0.0,0:627/4096MB@0.0%
2026-04-18T07:14:34.328671+00:00,1648.331,preprocess,visual-preprocessing-service,tgn-implementation-visual-preprocessing-service-1,80.89,154664960,16481936998,0.94,True,1,627,4096,0.0,0:627/4096MB@0.0%
2026-04-18T07:14:34.328671+00:00,1648.331,preprocess,visual-feature-extraction-service,tgn-implementation-visual-feature-extraction-service-1,0.44,1171452329,16481936998,7.11,True,1,627,4096,0.0,0:627/4096MB@0.0%
2026-04-18T07:14:42.613307+00:00,1656.616,preprocess,visual-preprocessing-service,tgn-implementation-visual-preprocessing-service-1,79.63,154664960,16481936998,0.94,True,1,627,4096,0.0,0:627/4096MB@0.0%
2026-04-18T07:14:42.613307+00:00,1656.616,preprocess,visual-feature-extraction-service,tgn-implementation-visual-feature-extraction-service-1,0.38,1171452329,16481936998,7.11,True,1,627,4096,0.0,0:627/4096MB@0.0%
2026-04-18T07:14:50.261756+00:00,1664.264,preprocess,visual-preprocessing-service,tgn-implementation-visual-preprocessing-service-1,80.77,157076684,16481936998,0.95,True,1,627,4096,0.0,0:627/4096MB@0.0%
2026-04-18T07:14:50.261756+00:00,1664.264,preprocess,visual-feature-extraction-service,tgn-implementation-visual-feature-extraction-service-1,0.46,1171452329,16481936998,7.11,True,1,627,4096,0.0,0:627/4096MB@0.0%
2026-04-18T07:14:57.644844+00:00,1671.648,preprocess,visual-preprocessing-service,tgn-implementation-visual-preprocessing-service-1,74.68,259837132,16481936998,1.58,True,1,627,4096,0.0,0:627/4096MB@0.0%
2026-04-18T07:14:57.644844+00:00,1671.648,preprocess,visual-feature-extraction-service,tgn-implementation-visual-feature-extraction-service-1,0.39,1171452329,16481936998,7.11,True,1,627,4096,0.0,0:627/4096MB@0.0%
2026-04-18T07:15:04.374874+00:00,1678.377,preprocess,visual-preprocessing-service,tgn-implementation-visual-preprocessing-service-1,84.08,237083033,16481936998,1.44,True,1,627,4096,0.0,0:627/4096MB@0.0%
2026-04-18T07:15:04.374874+00:00,1678.377,preprocess,visual-feature-extraction-service,tgn-implementation-visual-feature-extraction-service-1,0.46,1171452329,16481936998,7.11,True,1,627,4096,0.0,0:627/4096MB@0.0%
2026-04-18T07:15:12.710100+00:00,1686.713,preprocess,visual-preprocessing-service,tgn-implementation-visual-preprocessing-service-1,75.04,184654233,16481936998,1.12,True,1,627,4096,0.0,0:627/4096MB@0.0%
2026-04-18T07:15:12.710100+00:00,1686.713,preprocess,visual-feature-extraction-service,tgn-implementation-visual-feature-extraction-service-1,0.44,1171452329,16481936998,7.11,True,1,627,4096,0.0,0:627/4096MB@0.0%
2026-04-18T07:15:19.145135+00:00,1693.147,preprocess,visual-preprocessing-service,tgn-implementation-visual-preprocessing-service-1,92.66,195664281,16481936998,1.19,True,1,627,4096,0.0,0:627/4096MB@0.0%
2026-04-18T07:15:19.145135+00:00,1693.147,preprocess,visual-feature-extraction-service,tgn-implementation-visual-feature-extraction-service-1,0.27,1171452329,16481936998,7.11,True,1,627,4096,0.0,0:627/4096MB@0.0%
2026-04-18T07:15:26.538166+00:00,1700.544,preprocess,visual-preprocessing-service,tgn-implementation-visual-preprocessing-service-1,93.07,210973491,16481936998,1.28,True,1,627,4096,0.0,0:627/4096MB@0.0%
2026-04-18T07:15:26.538166+00:00,1700.544,preprocess,visual-feature-extraction-service,tgn-implementation-visual-feature-extraction-service-1,0.26,1171452329,16481936998,7.11,True,1,627,4096,0.0,0:627/4096MB@0.0%
2026-04-18T07:15:33.213706+00:00,1707.216,preprocess,visual-preprocessing-service,tgn-implementation-visual-preprocessing-service-1,92.81,224185548,16481936998,1.36,True,1,627,4096,0.0,0:627/4096MB@0.0%
